fonte,id_fonte,url,titulo,ano,autores,citacoes,doi,resumo,idioma,conceitos,veiculo,eixo_tematico,coleta_timestamp,query_utilizada
OpenAlex,https://openalex.org/W3038197662,https://openalex.org/W3038197662,Entrepreneuriat coopératif et innovation sociale : Etude des aspects innovants des coopératives de la préfecture d’Agadir Ida Outanane,2020,"Salah Driouch, El Houssaine Erraoui",0,https://doi.org/10.34874/imist.prsm/rpe/21535,"Ce papier a pour objectif d’identifier la contribution de l’entrepreneuriat coopératif dans la production de l’innovation sociale. Pour ce faire, nous avons survolé une revue de littérature très vaste sous-tendant les mots clés, afin de bien définir le cadre et l’étendue de leur fonctionnement. En outre, nous avons essayé d’évaluer la contribution de l’entrepreneuriat coopératif à l’innovation sociale, dans le but d’expliciter à la problématique suivante : quel est le rôle des coopératives dans la production des innovations sociales dans un contexte de la recherche de l’amélioration du bien-être ? Dans ce sillage, nous avons procédé à une modélisation SEM (Structural Equation Model), sous procédure SamrtPLS.V.3, testée sur un échantillon de coopératives agricoles opérant dans la préfecture d’Agadir Ida Outanane, en vue de déceler les relations potentiellement existantes entre les pratiques entrepreneuriales des coopératives et l’innovation sociale.",fr,Political science;Humanities;Philosophy,PRSM,economia_solidaria,2026-09-09T16:47:27,"""sociologie de l'innovation"" OR ""gouvernance de l'innovation"" OR ""innovation publique"" OR ""innovation sociale"" OR ""techn"
OpenAlex,https://openalex.org/W4287801661,https://openalex.org/W4287801661,"Innovation Sociale : Considérations Conceptuelles et Théoriques d'un Concept en Vogue, pourtant Méconnu",2020,NAFIL Youssef,0,https://doi.org/10.5281/zenodo.3778988,"Les domaines scientifiques et techniques étaient depuis toujours le berceau du développement de l’innovation. Désignant l’exploitation d’une invention dans des organisations, notamment lucratives, l’innovation a été à partir des années 1930 introduite par Schumpeter (père fondateur de l’innovation) dans l’économie et la gestion. Cela a élargi par la suite l’horizon de ce concept, qui a commencé à être utilisé pour appréhender les innovations organisationnelles et institutionnelles en société. Plus tard (à partir des années 1970), les crises économiques et l’aggravation des défis sociaux et environnementaux qu’elles posent, ont conduit l’innovation à être encore plus sociale, et prendre de nouveaux éléments en compte : satisfaction des besoins sociaux et socioéconomiques non ou mal satisfaits par le marché et/ ou l’Etat au profit des populations défavorisées, accompagnement des mouvements sociaux dans leur quête d’égalité…Il s’agit donc d’un nouveau type d’innovation, à savoir l’Innovation Sociale. L’objectif de notre article est d’exposer les résultats de notre recherche documentaire sur ce concept. Nous montrerons qu’il s’agit d’un concept difficile à définir, aux multiples compréhensions et paradigmes, et que même des chercheurs en sciences humaines et sociales peuvent le confondre avec d’autres concepts qui lui sont proches. Nous montrerons également qu’il ne dispose pas encore de conceptions théoriques directes qui lui sont propres, mais que d’autres théories, utilisées en sciences de gestion et management peuvent être appliquées à son étude et appréhension. Ainsi, nous mettrons le point sur d’autres éléments parmi les plus importants en matière d’Innovation Sociale.",fr,Philosophy,Zenodo (CERN European Organization for Nuclear Research),geral,2026-09-09T16:47:27,"""sociologie de l'innovation"" OR ""gouvernance de l'innovation"" OR ""innovation publique"" OR ""innovation sociale"" OR ""techn"
OpenAlex,https://openalex.org/W3087280213,https://openalex.org/W3087280213,Microfinance et innovation sociale : quelles compatibilités ?,2020,Sebounayet Ibrahime Ouattara,0,,"La lutte contre la pauvreté, l’insertion des défavorisées dans le tissu social et économique, la lutte contre le réchauffement climatique, telles sont les différents objectifs de l’innovation sociale. L’innovation sociale est une notion floue qui imbrique plusieurs autres notions d’ont celles qui nous intéressent particulièrement: la microfinance et le développement durable. Surnommée la finance des pauvres, la microfinance a été longtemps sous différentes formes utilisée avec plus ou moins de succès. C’est dans les années 70 sous l’impulsion de Dr Yunus, que la microfinance pris son envol à travers son institutionnalisation. Aujourd’hui avec la croissance du secteur notamment dans les pays du sud, les gouvernements, les sociétés civiles, les organisations internationales s’en servent comme outils dans le cadre de leurs politiques de lutte contre la pauvreté elle est même intégrée dans les politiques mondiales de lutte contre la pauvreté. Dans le même sillage des politiques mondiales de lutte contre la pauvreté, les dirigeants du monde entier se sont réunis pour répondre aux défis mondiaux nous contraignant en ratifiant 17 objectifs de développement durable. La mission étant la lutte contre les inégalités, la pauvreté, protéger la planète. Divers stratégies et outils sont depuis lors mis en place pour atteindre ces objectifs. L’un d’entre eux, est la microfinance. Le but de ce mémoire est de mettre en excergue les similarités et les corrélations entre les différentes notions que sont la microfinance et le développement durable à travers la littérature, des exemples chiffrées et graphiques et enfin faire des recommendations afin de pérenniser et rendre efficace cette relation.",fr,Microfinance;Humanities;Political science;Art;Law,Constellation (Université du Québec à Chicoutimi),geral,2026-09-09T16:47:27,"""sociologie de l'innovation"" OR ""gouvernance de l'innovation"" OR ""innovation publique"" OR ""innovation sociale"" OR ""techn"
OpenAlex,https://openalex.org/W3128549101,https://openalex.org/W3128549101,Mot du rédacteur invité,2020,David Carassus,0,https://doi.org/10.7202/1074357ar,"Mot du rédacteur invité : innovation publique / Word from the Guest Editor: Public Innovation / Palabras del redactor editor invitado: Innovación pública. An article from journal Management international / International Management / Gestiòn Internacional (Innovation publique), on Érudit.",fr,Political science;Library science;Computer science,Management international,geral,2026-09-09T16:47:27,"""sociologie de l'innovation"" OR ""gouvernance de l'innovation"" OR ""innovation publique"" OR ""innovation sociale"" OR ""techn"
OpenAlex,https://openalex.org/W3153595710,https://openalex.org/W3153595710,Innovation Sociale et Promotion des Droits Economiques et Sociaux au Maroc: Cas de l’Initiative Nationale de Developpement Humain,2020,Pr Hicham Rafik,0,,"Les deficits sociaux qu’a enregistre le Maroc depuis les annees 80 ont contribue a l’aggravation de la pauvrete, et a l’emergence de formes diverses d’exclusion sociale qui se sont soldees par un deficit alarmant en matiere de developpement humain. Ils se sont egalement soldes par une violation des droits economiques et sociaux des citoyens, des lors qu’une bonne partie de la population etait privee d’emploi, de scolarisation, de services de sante, et d’equipements sociaux de base. La prise de conscience des effets dangereux de cette situation a pousse les pouvoirs publics a mettre en œuvre une s trategie de developpement, qui vise a combler ces deficits, et a attenuer toutes les formes d’exclusion sociale. A cet egard, l’Initiative Nationale de Developpement Humain est, eu egard a sa logique, sa demarche et ses objectifs de lutte contre la pauvret e, la precarite et l’exclusion sociale, une forme d’innovation sociale qui œuvre dans le sens du respect, de la consolidation et de la promotion des droits economiques et sociaux de la population au Maroc.",fr,Political science;Humanities;Art,Revue de Gestion et d’Économie,geral,2026-09-09T16:47:27,"""sociologie de l'innovation"" OR ""gouvernance de l'innovation"" OR ""innovation publique"" OR ""innovation sociale"" OR ""techn"
OpenAlex,https://openalex.org/W4390930945,https://openalex.org/W4390930945,Les nouvelles formes d'habitat sont-elles une innovation sociale ?,2020,Dominique Argoud,0,,International audience,fr,Political science;Geography,HAL (Le Centre pour la Communication Scientifique Directe),geral,2026-09-09T16:47:27,"""sociologie de l'innovation"" OR ""gouvernance de l'innovation"" OR ""innovation publique"" OR ""innovation sociale"" OR ""techn"
OpenAlex,https://openalex.org/W4391798978,https://openalex.org/W4391798978,Sous le soleil de Loubeyrat- Quelles combinaisons entre innovation sociale et territoires,2020,"Éric Glon, Bernard Pecqueur",0,,International audience,fr,Political science,HAL (Le Centre pour la Communication Scientifique Directe),geral,2026-09-09T16:47:27,"""sociologie de l'innovation"" OR ""gouvernance de l'innovation"" OR ""innovation publique"" OR ""innovation sociale"" OR ""techn"
OpenAlex,https://openalex.org/W4402756982,https://openalex.org/W4402756982,Intermédiation territoriale et innovation sociale : des leviers face aux trajectoires de déclin ? L’exemple du Pôle Territorial de Coopération Économique de la Haute Vallée de l’Aude,2020,Benoît Prévost,0,,International audience,fr,Humanities;Political science;Art,HAL (Le Centre pour la Communication Scientifique Directe),geral,2026-09-09T16:47:27,"""sociologie de l'innovation"" OR ""gouvernance de l'innovation"" OR ""innovation publique"" OR ""innovation sociale"" OR ""techn"
OpenAlex,https://openalex.org/W2989986779,https://openalex.org/W2989986779,INNOVATION SOCIALE : ANALYSE APPROFONDIE DE SES RELATIONS AVEC LES SERVICES. FOCUS SUR LES SERVICES SOCIAUX,2019,"Abdellatif Bouazza, Youssef Nafil",0,https://doi.org/10.48376/imist.prsm/remarem-v11i2.18632,"L’Innovation Sociale est apparue dans les années 1970 après un long processus d’intégration des considérations sociales, humaines et environnementales dans l’innovation. Elle cherche de nouveaux moyens et réinvente l’existant (biens, services, idées…) pour répondre aux besoins non satisfaits par le marché et/ ou l’Etat en faveur des individus et des groupes en situation de vulnérabilité. Notre article a un double objectif : d’abord, mettre le point sur l’Innovation Sociale en tant que concept en vogue, pourtant encore ambigu. Ensuite, montrer comment elle est principalement une innovation de et dans les services, surtout les services sociaux. Notre travail consiste en une analyse approfondie de plusieurs contributions scientifiques sur l’Innovation Sociale, ce qui nous a permis de démontrer la force des relations qu’elle entreprend avec les services, et plus particulièrement les services sociaux qui la réclament plus que tous les autres types d’innovation. La ténacité et l’étroitesse de ces relations sont expliquées par plusieurs éléments que nous pouvons classer dans 3 catégories distinctes : la littérature sur l’Innovation Sociale, le contexte et l’historique du développement de ces relations (contexte socioéconomique, besoins en Innovation Sociale dans les services et dans les services sociaux) et les différentes solutions adoptées comme réponse à ce contexte socioéconomique.",fr,Humanities;Political science;Philosophy,Revue Marocaine de Recherche en Management et Marketing,geral,2026-09-09T16:47:27,"""sociologie de l'innovation"" OR ""gouvernance de l'innovation"" OR ""innovation publique"" OR ""innovation sociale"" OR ""techn"
OpenAlex,https://openalex.org/W4288016904,https://openalex.org/W4288016904,INNOVATION SOCIALE : ANALYSE APPROFONDIE DE SES RELATIONS AVEC LES SERVICES. FOCUS SUR LES SERVICES SOCIAUX,2019,"Abdellatif Bouazza, Youssef Nafil",0,https://doi.org/10.5281/zenodo.3556225,"L’Innovation Sociale est apparue dans les années 1970 après un long processus d’intégration des considérations sociales, humaines et environnementales dans l’innovation. Elle cherche de nouveaux moyens et réinvente l’existant (biens, services, idées…) pour répondre aux besoins non satisfaits par le marché et/ ou l’Etat en faveur des individus et des groupes en situation de vulnérabilité. Notre article a un double objectif : d’abord, mettre le point sur l’Innovation Sociale en tant que concept en vogue, pourtant encore ambigu. Ensuite, montrer comment elle est principalement une innovation de et dans les services, surtout les services sociaux. Notre travail consiste en une analyse approfondie de plusieurs contributions scientifiques sur l’Innovation Sociale, ce qui nous a permis de démontrer la force des relations qu’elle entreprend avec les services, et plus particulièrement les services sociaux qui la réclament plus que tous les autres types d’innovation. La ténacité et l’étroitesse de ces relations sont expliquées par plusieurs éléments que nous pouvons classer dans 3 catégories distinctes : la littérature sur l’Innovation Sociale, le contexte et l’historique du développement de ces relations (contexte socioéconomique, besoins en Innovation Sociale dans les services et dans les services sociaux) et les différentes solutions adoptées comme réponse à ce contexte socioéconomique. Mots-clés : Innovation Sociale, Immatérialité, Services, Services Sociaux, Analyse de la Littérature, Impact Social, Entrepreneuriat Social",fr,Sociology;Humanities;Focus (optics);Political science;Art;Optics;Physics,Zenodo (CERN European Organization for Nuclear Research),geral,2026-09-09T16:47:27,"""sociologie de l'innovation"" OR ""gouvernance de l'innovation"" OR ""innovation publique"" OR ""innovation sociale"" OR ""techn"
OpenAlex,https://openalex.org/W4243471014,https://openalex.org/W4243471014,Manuel de direction en action sociale et médico-sociale,2019,Patrick Lefèvre,0,https://doi.org/10.3917/dunod.batif.2019.01.0059,"La direction est un concept, un système en mouvement et une mission incarnée par des acteurs ayant la responsabilité de conduire et promouvoir le changement social, humain et technique. Les responsables des organisations sociales et médico-sociales ont à agir dans un paysage en recomposition permanente et à affronter des incertitudes plurielles. Ils ont à faire face à des contraintes qui interrogent à la fois, la force du projet social, la capacité à rationaliser les organisations, à intégrer l’efficacité des services et des prestations, à préparer les transitions et à accompagner les innovations. Les organisations charismatiques et traditionnelles ont montré leurs limites et les risques d’immobilisme qu’elles engendrent. Les organisations rationnelles légales risquent de se perdre dans la gestion de la conformité. C’est pourtant sur ces voies que s’est structurée prioritairement la direction des organisations sociales et médico-sociales. Il convient d’inventer des nouvelles formes de direction dans les associations et au sein des établissements qui soient susceptibles de nourrir ensemble l’éthique et la compétence dans un projet politique fort et mobilisateur d’énergies humaines. L’utopie sociale, fondée sur la croyance dans le progrès humain et social, est une nécessité vitale pour penser et faire vivre des organisations qui forgent l’imagination et la créativité. Les associations et les établissements ont alors à promouvoir un management qui trace le chemin des espérances, qui s’ancre dans la société et les questions relatives au lien social. Celui-ci se décline dans des organisations qui sont en mesure de conjuguer engagement social, efficacité managériale et innovation sociale. Les établissements et services sont des organisations d’humanité, de solidarité et de services à la collectivité 1 … et c’est sur cette complexité que peuvent se fonder et s’exprimer le pilotage et la direction des organisations et la conduite du changement. Les politiques sociales et les lois constituent des cadres de référence et des aiguillons qui accompagnent le mouvement et la transformation des pratiques.",fr,Political science;Sociology,Dunod eBooks,geral,2026-09-09T16:47:27,"""sociologie de l'innovation"" OR ""gouvernance de l'innovation"" OR ""innovation publique"" OR ""innovation sociale"" OR ""techn"
OpenAlex,https://openalex.org/W2973130344,https://openalex.org/W2973130344,Mettre en œuvre des actions de formation et de changement : une relecture contemporaine de Kurt Lewin dans le contexte de l’agroécologie,2019,"Daniel Faulx, Cybill Nion, Pierre Collière, Eric Capoen",0,https://doi.org/10.3917/cips.121.0025,"Kurt Lewin a marqué l’histoire des sciences sociales et s’est penché plus particulièrement sur les questions de l’apprentissage, du changement et des groupes. Dans cet article, nous abordons de quelle manière ses théories, ses concepts et ses pratiques peuvent nourrir les formateurs actuels. En effet, les questions posées par Lewin restent d’actualité : Comment former ? Comment soutenir l’apprentissage ? Comment gérer les différentes dimensions d’une innovation sociale ou technique ? L’approche Lewinienne sera appliquée ici aux actions d’une organisation non gouvernementale conduisant des projets orientés vers des pratiques agricoles plus respectueuses de l’homme et de l’environnement. Dans le cadre d’un partenariat entre cette organisation et un service universitaire, nous verrons quelle conceptualisation des pratiques et quelles propositions peuvent résulter du croisement de l’expérience de terrain et des théories de Lewin, le tout au service de la formation aujourd’hui.",fr,Humanities;Philosophy;Sociology;Political science,Les cahiers internationaux de psychologie sociale,geral,2026-09-09T16:47:27,"""sociologie de l'innovation"" OR ""gouvernance de l'innovation"" OR ""innovation publique"" OR ""innovation sociale"" OR ""techn"
OpenAlex,https://openalex.org/W3145657463,https://openalex.org/W3145657463,Séminaire Design et Innovation Sociale,2019,cvillars utilisateurs,0,,,fr,Business;Political science,,geral,2026-09-09T16:47:27,"""sociologie de l'innovation"" OR ""gouvernance de l'innovation"" OR ""innovation publique"" OR ""innovation sociale"" OR ""techn"
OpenAlex,https://openalex.org/W4396740964,https://openalex.org/W4396740964,Collection Innovation Sociale,2019,"Juan‐Luis Klein, Jacques L. Boucher, Annie Camus, Christine Champagne, Yanick Noiseux",0,https://doi.org/10.1515/9782760551077-036,,fr,Business,Presses de l'Université du Québec eBooks,geral,2026-09-09T16:47:27,"""sociologie de l'innovation"" OR ""gouvernance de l'innovation"" OR ""innovation publique"" OR ""innovation sociale"" OR ""techn"
OpenAlex,https://openalex.org/W2908759290,https://openalex.org/W2908759290,"Appel à candidatures du Transformateur numérique ""Tiers lieux et travail distant"" - @ Brest",2019,Gaëlle Fily,0,,"Le Transformateur Numerique, cree et porte par la Fing et l'Anact, est un accelerateur de projets qui combine innovation technologique et innovation sociale. Il est destine aux candidat·e·s souhaitant…",fr,Political science;History,,geral,2026-09-09T16:47:27,"""sociologie de l'innovation"" OR ""gouvernance de l'innovation"" OR ""innovation publique"" OR ""innovation sociale"" OR ""techn"
OpenAlex,https://openalex.org/W2917383293,https://openalex.org/W2917383293,Des archives comme les autres ?,2019,"Francesca Musiani, Camille Paloque-Bergès, Valérie Schäfer, Benjamin G. Thierry",0,https://doi.org/10.4000/books.oep.8740,"Bien que le Web ait seulement trente ans, son patrimoine est déjà pléthorique : la fondation Internet Archive a collecté plus de 345 milliards de pages web depuis 1996.Cette fondation, qui fut l'un des pionniers de l'archivage du Web, n'est pas seule à préserver et collecter aujourd'hui ce patrimoine dit « nativement numérique ».Au cours des années 2000, plusieurs pays ont en effet lancé de tels archivages, souvent confiés aux bibliothèques nationales, et cette tendance ne cesse de s'affirmer depuis.Ces initiatives introduisent des ruptures : dans la notion même d'archive, mais aussi dans les pratiques des professionnels des bibliothèques et du patrimoine, tout comme dans celles des chercheurs.Cet ouvrage se propose d'initier le lecteur aux enjeux humains et techniques de l'archivage de la Toile, de la collecte à l'analyse en passant par la création et le partage de corpus ou encore le cadre législatif.Il étudie de manière pragmatique cet archivage, en essayant de rendre palpable à la fois sa fabrique (technique, institutionnelle, juridique), la relation que ses acteurs entretiennent avec les publics et les évolutions qu'ont connues les collectes en une vingtaine d'années.Ce livre s'intéresse également à la manière dont les archives du Web, outre leur rôle patrimonial, peuvent aujourd'hui être exploitées par différents acteurs, notamment à des fins de recherche. FRANCESCA MUSIANIFrancesca Musiani est chargée de recherche au CNRS.Elle est également chercheuse associée au Centre de sociologie de l'innovation (i3/Mines ParisTech) et Global Scholar auprès de l'Internet Governance Lab de l'American University (Washington DC, USA).Ses travaux portent sur la gouvernance de l'Internet.Elle a actuellement des rôles de coordination dans des projets de recherche qui portent sur le chiffrement et les « résistances numériques ». CAMILLE PALOQUE-BERGÈSCamille Paloque-Bergès est docteure en Sciences de l'information et de la communication.Elle étudie l'histoire technique, sociale et culturelle des réseaux informatiques.Elle est actuellement ingénieure de recherche au laboratoire HT2S du CNAM et a publié, dans la même collection « Encyclopédie Numérique », en 2018 : Qu'est-ce qu'un forum Internet ?Une généalogie historique au prisme des cultures savantes numériques. VALÉRIE SCHAFERValérie Schafer est professeur d'histoire européenne contemporaine au C2DH à l'université du Luxembourg.Ses recherches portent sur l'histoire des télécommunications et de l'informatique, notamment des réseaux de données et du numérique.Elle a coordonné au CNRS de 2014 à début 2018 le projet Web90, soutenu par l'Agence Nationale de la Recherche, auquel ont participé tous les auteurs de ce livre.",fr,Art,,geral,2026-09-09T16:47:27,"""sociologie de l'innovation"" OR ""gouvernance de l'innovation"" OR ""innovation publique"" OR ""innovation sociale"" OR ""techn"
OpenAlex,https://openalex.org/W2985123290,https://openalex.org/W2985123290,La retraite cheminote : mener le train du salaire continué,2019,Nicolas Castel,0,https://doi.org/10.4000/nrt.6241,"La retraite des cheminots, un des éléments constitutifs de leur statut, représente en France une grande innovation sociale dont nous résumons dans cet article les traits historiques. En cette matière, les libéralités patronales de la seconde moitié du XIXe siècle ont laissé place à une première forme de retraite au début du XXe. La progressive institutionnalisation de cette première forme sur le modèle de ce qui se pratiquait déjà dans la fonction publique d’État, a permis aux cheminots de disposer à partir des années 1950 d’une pension de retraite leur assurant la continuité de leur salaire. Dans le présent contexte européen de libéralisation du secteur ferroviaire, les conservateurs français ont décidé au début du XXIe siècle que cette pension et le statut feraient désormais partie du passé. S’agissant-là de choix politiques et socio-économiques, on peut au contraire en faire une source d’inspiration pour des droits sociaux à venir.",fr,Philosophy,La Nouvelle revue du travail,geral,2026-09-09T16:47:27,"""sociologie de l'innovation"" OR ""gouvernance de l'innovation"" OR ""innovation publique"" OR ""innovation sociale"" OR ""techn"
OpenAlex,https://openalex.org/W3039131533,https://openalex.org/W3039131533,Chapitre 6. Co-construction de l’action culturelle publique et innovation sociale,2019,Françoise Liot,0,,,fr,Action (physics);Political science;Sociology;Physics;Quantum mechanics,Cairn.info,geral,2026-09-09T16:47:27,"""sociologie de l'innovation"" OR ""gouvernance de l'innovation"" OR ""innovation publique"" OR ""innovation sociale"" OR ""techn"
OpenAlex,https://openalex.org/W3097421526,https://openalex.org/W3097421526,"L’ innovation sociale au service du tourisme durable, quels déterminants dans la région Fès-Meknès?",2019,"Bouchra Debbagh, Fatima Zahra Yousfi",0,,,fr,Political science;Business,,geral,2026-09-09T16:47:27,"""sociologie de l'innovation"" OR ""gouvernance de l'innovation"" OR ""innovation publique"" OR ""innovation sociale"" OR ""techn"
OpenAlex,https://openalex.org/W3138214518,https://openalex.org/W3138214518,Innovation sociale,2019,Christel Vivel,0,https://doi.org/10.15122/isbn.978-2-406-09248-3.p.0101,La tradition autrichienne offre une grille d’analyse pertinente pour comprendre l’innovation sociale et l’entrepreneur social. L’innovation sociale est le produit d’un double processus : d’identification des opportunités et de sélection des structures institutionnelles source d’innovations sociales. L’entrepreneur social se définit par sa vigilance vis-à-vis des opportunités non encore découvertes et surtout sa persuasion.,fr,Business;Social innovation;Sociology;Political science;Public relations,HAL (Le Centre pour la Communication Scientifique Directe),geral,2026-09-09T16:47:27,"""sociologie de l'innovation"" OR ""gouvernance de l'innovation"" OR ""innovation publique"" OR ""innovation sociale"" OR ""techn"
OpenAlex,https://openalex.org/W4292735986,https://openalex.org/W4292735986,Soutien des incubateurs à l’innovation sociale sur les territoires : le cas d’I-Engage,2019,"Sébastien Tran, Fernanda Arreola",0,,"Cet article explore les spécificités de l’innovation sociale et le rôle d’un incubateur dans le développement de projets socialement innovants. Notre analyse porte sur les caractéristiques qui font de l’innovation sociale un cas particulier de développement entrepreneurial. L’étude de l’incubateur I-Engage souligne le besoin d’adapter l’offre d’accompagnement afin de concilier la dimension commerciale des projets, nécessaire à leur viabilité, et la dimension innovation sociale à long terme. Cela est d’autant plus sensible que, dans le cas d’un incubateur spécialisé dans l’ESS, nous constatons que certaines caractéristiques telles que la dimension territoriale des projets peuvent s’avérer être un frein dans leur développement.",fr,Political science;Sociology;Humanities;Philosophy,HAL (Le Centre pour la Communication Scientifique Directe),geral,2026-09-09T16:47:27,"""sociologie de l'innovation"" OR ""gouvernance de l'innovation"" OR ""innovation publique"" OR ""innovation sociale"" OR ""techn"
OpenAlex,https://openalex.org/W4407054709,https://openalex.org/W4407054709,"Compte-rendu de l’ouvrage de Yuna Choffoleau ""Les circuits courts alimentaires. Entre marché et innovation sociale""",2019,Virginie Le Bris-Fontier,0,,International audience,fr,Political science;Humanities;Art,HAL (Le Centre pour la Communication Scientifique Directe),geral,2026-09-09T16:47:27,"""sociologie de l'innovation"" OR ""gouvernance de l'innovation"" OR ""innovation publique"" OR ""innovation sociale"" OR ""techn"
OpenAlex,https://openalex.org/W4392527329,https://openalex.org/W4392527329,Experimentation of a justice restorativedevise for minors : the difficulties of implementing a new model,2018,Otangba Jean Philippe Djoman,0,,"Cette recherche décrit et analyse le processus de mise en œuvre d’un dispositif de justice restaurative au sein du système de justice des mineurs. Le projet s’inscrit dans la politique générale du Ministère de la justice et particulièrement de celle de la Direction territoriale de la protection judiciaire de la jeunesse (DTPJJ). Il est l’un des premiers à être expérimenté sur le plan national avec pour objectif la tenue de conférences restauratives, c’est-à-dire des rencontres en face à face entre infracteurs et victimes, accompagnés de leurs proches et en présence d’un facilitateur ou médiateur. L’expérimentation a associé deux entités du Ministère de la justice, le tribunal de grande instance de Caen et le Service Territorial éducatif de milieu ouvert (STEMO) et trois entités du milieu associatif que sont l’ACJM, le CIDFF qui sont des services d’aide aux victimes et l’Association de thérapie familiale systémique (ATFS).L’expérimentation n’a pu déboucher que sur une seule conférence restaurative entre un jeune, auteur d’un vol avec effraction dans une école et la directrice de cet établissement. Elle a abouti à la conclusion d’un plan de réparation proposé par le mineur et accepté par la victime puis consigné dans un rapport et validé par le médiateur.Le présent travail restitue les enseignements d’une immersion par participation active aux différentes phases du projet, depuis la signature du protocole initial jusqu’aux différentes réunions de bilan du processus. Cette implication, assise sur les enseignements tirés de ma participation antérieure à un programme de justice restaurative en Côte d’Ivoire, m’a permis d’effectuer une enquête ethnographique approfondie.Après avoir situé les enjeux socio-politiques liés à l’implantation internationale de pratiques de justice restaurative et restitué les enseignements de mon expérience Ivoirienne, j’analyse le déroulement de l’expérience caennaise dans un cadre théorique ouvert référé à la sociologie de la traduction et aux économies de la grandeur.Cet ensemble vient selon moi documenter la question suivante : peut-on, malgré les lenteurs et difficultés inhérentes à l’instauration d’une innovation sociale telle que la justice restaurative parier sur les effets bénéfiques d’une rencontre médiée entre les protagonistes d’une infraction ?",fr,Economic Justice;Computer science;Psychology;Engineering ethics;Political science;Sociology;Engineering;Law,theses.fr (ABES),geral,2026-09-09T16:47:27,"""sociologie de l'innovation"" OR ""gouvernance de l'innovation"" OR ""innovation publique"" OR ""innovation sociale"" OR ""techn"
OpenAlex,https://openalex.org/W2904204771,https://openalex.org/W2904204771,"Le statut de l’intérimaire, une « innovation sociale » co-construite",2018,"Nathalie Bourotte, Isabelle Eynaud-Chevalier",0,https://doi.org/10.3917/entin.037.0018,"De nouvelles formes d’emploi apparaissent depuis les années 2000, sous l’impulsion créative des technologies, qui poussent individus et entreprises à développer des façons inédites d’exercer une activité professionnelle. Ces modalités de mise au travail posent de nombreux défis, brouillent les repères et obligent à réinventer des équilibres justes entre autonomie et sécurité, entre efficacité économique et protection sociale, entre individualisation et maintien d’un cadre collectif. Dans ce contexte, il peut être utile de revisiter l’histoire de l’intérim en France, pour évaluer le caractère innovant de cette co-construction, tant sur le plan économique que juridique et social au sens large, et comprendre à quels besoins et défis elle a su répondre. L’exemple français est particulièrement riche d’enseignement car il est considéré comme le plus abouti, particulièrement en matière de construction du statut social de l’intérimaire.",fr,Humanities;Political science;Philosophy,Entreprendre & Innover,geral,2026-09-09T16:47:27,"""sociologie de l'innovation"" OR ""gouvernance de l'innovation"" OR ""innovation publique"" OR ""innovation sociale"" OR ""techn"
OpenAlex,https://openalex.org/W2905277279,https://openalex.org/W2905277279,Métamorphoses de l’emploi et innovation sociale,2018,"Nathalie Bourotte, Isabelle Eynaud-Chevalier, Jacques-Henri Coste, Dominique Frugier, Dominique-Anne Michel",0,https://doi.org/10.3917/entin.037.0005,"Article disponible en ligne à l'adresse https://shs.cairn.info/revue-entreprendre-et-innover-2018-2-page-5?lang=fr Découvrir le sommaire de ce numéro, suivre la revue par email, s'abonner... Scannez ce QR Code pour accéder à la page de ce numéro sur Cairn.info. Distribution électronique Cairn.info pour De Boeck Supérieur.Vous avez l'autorisation de reproduire cet article dans les limites des conditions d'utilisation de Cairn.infoou, le cas échéant, des conditions générales de la licence souscrite par votre établissement.Détails et conditions sur cairn.info/copyright.Sauf dispositions légales contraires, les usages numériques à des fins pédagogiques des présentes ressources sont soumises à l'autorisation de l'Éditeur ou, le cas échéant, de l'organisme de gestion collective habilité à cet effet.Il en est ainsi notamment en France avec le CFC qui est l'organisme agréé en la matière.",fr,Humanities;Political science;Sociology;Philosophy,Entreprendre & Innover,geral,2026-09-09T16:47:27,"""sociologie de l'innovation"" OR ""gouvernance de l'innovation"" OR ""innovation publique"" OR ""innovation sociale"" OR ""techn"
OpenAlex,https://openalex.org/W4390328812,https://openalex.org/W4390328812,"Grison J-B, Rieutort L (dir.) (2017), Valorisation des savoir-faire productifs et stratégies de développement territorial : patrimoine, mise en tourisme et innovation sociale . Ceramac , Clermont-Ferrand, 184 p.",2018,Bernard Guesnier,0,https://doi.org/10.3917/reru.184.0879b,,fr,Political science,Revue d’Économie Régionale & Urbaine,geral,2026-09-09T16:47:27,"""sociologie de l'innovation"" OR ""gouvernance de l'innovation"" OR ""innovation publique"" OR ""innovation sociale"" OR ""techn"
