fonte,id_fonte,titulo,ano,idioma,autores,veiculo,eixo_tematico,resumo,recorte_geo,n_termos_nucleares,flag_codigo_aberto,flag_social,flag_emancipatorio,n_sentidos_mimetismo,n_sentidos_emancipacao,nucleo_contexto,instituicoes
OpenAlex,https://openalex.org/W1520896355,Tipologia das regiões de saúde: condicionantes estruturais para a regionalização no Brasil,2015,pt,"Ana Luiza d’Ávila Viana, Aylene Bousquat, Ana Paula Chancharulo de M. Pereira, Liza Yurie Teruya Uchimura, Mariana Vercesi de Albuquerque, Paulo Henrique dos Santos Mota, Marcelo Demarzo, Maria Paula Ferreira",Saúde e Sociedade,inovacao_politicas_publicas,"O desenvolvimento socioeconômico, a oferta e a complexidade das ações e dos serviços de saúde no contexto regional podem ser considerados condicionantes estruturais para o êxito do atual processo de regionalização da saúde no Brasil. O presente estudo tem como objetivo identificar os condicionantes estruturais do processo de regionalização por meio da construção de uma tipologia das regiões de saúde no Brasil. Foi construída tipologia das regiões de saúde brasileiras a partir de fonte de dados secundários disponível. A identificação das dimensões e dos grupos - que compõem a tipologia - foi realizada por meio de análise fatorial e de agrupamentos/clusters. Também foram identificados o tipo de prestador de ações e os serviços predominantes na região tanto para a produção ambulatorial quanto para a internação. As regiões foram classificadas em cinco grupos, de forma independente, de acordo com suas características socioeconômicas e de oferta de serviços de saúde. A caracterização das regiões de saúde brasileiras, a partir da tipologia apresentada, demonstra heterogeneidade do território nacional e a complexidade de organizar sistemas de saúde regionais. A tipologia proposta pode auxiliar na investigação e no melhor entendimento desse cenário contraditório e complexo, apoiando o urgente desenvolvimento de políticas públicas regionais integradas que envolvam, concomitantemente, desenvolvimento econômico e social; e o fortalecimento dos espaços de governança regional, a fim de promover a organização de sistemas de saúde regionais alicerçados nos princípios do SUS e numa gestão compartilhada e solidária que tenha como imagem-objetivo a garantia do direito à saúde.",nacional,5,0,0,0,0,0,nucleo,
OpenAlex,https://openalex.org/W2055263991,Compras públicas como política para o desenvolvimento sustentável,2015,pt,"Bernardo Carlos S. C. M. de Oliveira, Luís Miguel Luzio dos Santos",Revista de Administração Pública,economia_solidaria,"Este estudo propõe-se a compreender como o Estado tem contribuído para o desenvolvimento sustentável a partir de seu poder de compra, mais precisamente, ao se comparar práticas e regulamentações no estado de São Paulo e os da região Sul. Quanto ao método de pesquisa, foi utilizada a pesquisa bibliográfica e documental, em editais e legislações dos estados supracitados, compreendendo os anos de 2011 a 2013. Verificou-se que os avanços se limitam a questões ambientais e à dimensão social. Avanços, embora tímidos, fortalecem modelos organizacionais não centrados na maximização do lucro, voltados à inclusão social, à justiça distributiva, ao equilíbrio ambiental e ao bem viver coletivo, prerrogativas dos empreendimentos de economia solidária, empresas sociais e cooperativas populares, que podem ser particularmente alavancadas.",nacional,3,0,1,1,0,3,nucleo,
OpenAlex,https://openalex.org/W2152960228,Global innovation networks and university-firm interactions: an exploratory survey analysis,2015,pt,"Gustavo Britto, Ulisses Pereira dos Santos, Glenda Kruss, Eduardo da Motta e Albuquerque",Revista Brasileira de Inovação,geral,"A literatura sobre redes globais de inovação (GINs) vem contribuindo para a identificação de mudanças na atuação de corporações multinacionais. Contudo, tal literatura ainda não explorou o papel das interações universidade-empresa nesse contexto. Objetiva-se aqui suprir essa lacuna em duas frentes. Primeiro, é apresentada uma análise exploratória de um banco de dados original contendo informações de firmas de nove países desenvolvidos e em desenvolvimento. Em segundo lugar, avalia-se a ligação entre a interação com universidades e a maturidade do sistema nacional de inovação. O método de análise de correspondência múltipla e um modelo Probit foram utilizados para avaliar os fatores-chave para as GINs. Os resultados identificam perfis diferenciados pelas características das firmas, mas que refletem padrões nacionais de associação. O modelo Probit confirma que a internacionalização produtiva e as interações locais aumentam a probabilidade de existência de interações com instituições internacionais.",nacional,4,0,0,0,0,0,nucleo,
OpenAlex,https://openalex.org/W2173635755,Du concept d’« innovation sociale »,2015,fr,Jacques Prades,RECMA,geral,,internacional,2,0,0,0,0,0,contexto,
OpenAlex,https://openalex.org/W1817877447,Reconnaissance et institutionnalisation des innovations sociales dans le champ des politiques sociales,2015,fr,Alain Penven,Innovations,geral,"Prenant appui sur différentes recherches sur l’expérimentation et l’innovation sociale, l’auteur examine, dans cet article, les processus de banalisation des innovations sociales par l’appropriation et l’institutionnalisation. En s’intéressant principalement au champ des politiques sociales, il avance deux idées principales. La première repose sur l’hypothèse de la diversification des formes de protection et d’intervention sociale par l’expérimentation et l’innovation sociale. La seconde idée présente l’inéluctable banalisation de l’innovation comme un processus continu d’appropriation et d’institutionnalisation. Ce processus dialogique articule innovation sociale et innovation institutionnelle par un double mouvement de reconnaissance et de régulation normative. Codes JEL : O35, I38, P48",internacional,2,0,0,0,0,0,contexto,
OpenAlex,https://openalex.org/W2192938601,"Innovation sociale, les enjeux de la diffusion",2015,fr,"Elisabetta Bucolo, Laurent Fraisse, Pierre Moisset",Sociologies pratiques,geral,International audience,internacional,2,0,0,0,0,0,contexto,
OpenAlex,https://openalex.org/W2083348902,L'innovation sociale comme support au développement des activités écotouristiques,2015,fr,"Sylvain Mbongui-Kialo, Saturnin Ndotit-Manguiengha, Junior Mouele-Balimbi",RIMHE Revue Interdisciplinaire Management Homme(s) & Entreprise,geral,"Parmi les différentes solutions envisagées pour améliorer les conditions de vie des populations en zones rurales, l’innovation sociale est régulièrement perçue comme une alternative intéressante. Cette nouvelle forme d’innovation trouve une résonance particulière dans le domaine de l’écotourisme, dont les objectifs les plus importants sont la protection de l’environnement, le développement de l’activité touristique et l’amélioration des conditions de vie de populations locales. Ce constat ouvre une perspective de recherche. En effet, les études consacrées à ce sujet se limitent, la plupart du temps, à l’innovation touristique, c’est-à-dire visant l’amélioration de la qualité du service ou de l’expérience des visiteurs. Or, il serait souhaitable de combiner innovation sociale et écotourisme pour prendre en compte toutes les problématiques inhérentes à la préservation des ressources naturelles et à l’amélioration des conditions de vie des populations hôtes. Cet article ambitionne donc de montrer comment l’innovation sociale peut participer au bien-être des populations et à la protection des ressources fauniques et floristiques dans le contexte de l’écotourisme. Basée sur une étude qualitative à dominante exploratoire, notre investigation présente les résultats d’une étude dont la collecte des données a été possible grâce à 34 entretiens semi-directifs administrés auprès d’une diversité d’acteurs opérant dans un parc national du Gabon. Le présent article met en évidence que l’innovation sociale peut permettre, entre autres, la mise en place d’entreprises sociales qui créeraient de l’emploi dans les aires protégées, tout en réduisant les risques de dégradation de l’environnement. Aussi, les résultats permettent non seulement de comprendre que les activités commerciales réalisées au sein du parc peuvent générer des fonds pour financer les projets innovants à caractère social, mais aussi de comprendre que l’innovation sociale et l’écotourisme peuvent développer des comportements responsables chez les différentes parties prenantes par le truchement de la communication et l’éducation environnementale. Plus encore, ils montrent que sans adhésion des acteurs autour d’un objectif partagé, la démarche d’éco-tourisme sera incomplète. En conséquence, même si elle résout certains problèmes sociaux, son incomplétude en crée de nouveaux. Enfin, cette étude suggère plus de recherches dans une diversité de domaines qui inclurait une étude approfondie sur les motivations des différents acteurs dans le processus de construction de l’action collective dans le cadre de l’innovation sociale et/ou de l’écotourisme.",internacional,2,0,0,0,0,0,contexto,
OpenAlex,https://openalex.org/W2224134887,Design et innovation sociale,2015,fr,Jocelyne Le Bœuf,Sciences du Design,geral,,internacional,2,0,0,0,0,0,contexto,
OpenAlex,https://openalex.org/W2201073595,Les parcours des développeurs de logiciels libres : vecteur de diffusion d’une innovation sociale,2015,fr,Michaël Vicente,Sociologies pratiques,geral,"Résumé Dans le champ de l’informatique, le logiciel libre a certes constitué une innovation technique, mais également une innovation sociale. Cette innovation s’est largement diffusée auprès du grand public et au sein des entreprises. À partir d’entretiens biographiques réalisés auprès des développeurs de logiciels libres, nous montrerons que le succès de cette diffusion repose en partie sur les trajectoires professionnelles atypiques de ces développeurs.",internacional,2,1,0,0,0,0,nucleo,
OpenAlex,https://openalex.org/W2324917753,Introduction,2015,fr,"Goucem Redjimi, Alain Vulbeau",Agora débats/jeunesses,geral,"L'expérimentation est un processus qui concerne aussi bien les jeunes, à titre individuel et privé, que les institutions les prenant en charge.Le flux, plus ou moins continu, qui renouvelle le processus expérimental mené en France depuis plusieurs décennies est présenté comme une innovation sociale, voire une « voie de changement ».Si les expérimentations émanent le plus souvent d'instances publiques (administrations, élus), elles sont également portées par des acteurs, associatifs, usagers, individuellement ou collectivement.Alors que l'on peut noter une discontinuité dans les dénominations des dispositifs (par exemple le stage Barre, le travail d'utilité collective [TUC], les emplois-jeunes, les emplois d'avenir), dans les formes d'implication du portage institutionnel et dans les publics concernés, on constate également une permanence des objectifs et la volonté d'insérer.Les expérimentations fournissent les scénarios provisoires, alternatifs aux « grands récits » (Lyotard, 1979), pour gérer l'incertitude quand la reproduction n'est plus la norme, quand la crise concerne les institutions supposées assurer la socialisation et l'individuation des personnes, celles en charge de l'assurance sociale et de la solidarité, ou encore de l'ordre et de la sécurité publics.Mais, de façon plus générale, la crise des institutions procède d'une perte de sens, qui fait que les valeurs universelles auxquelles s'identifient ces institutions ne se transcrivent plus concrètement dans leurs pratiques.Les acteurs qui œuvrent dans le champ de la jeunesse sont sans cesse confrontés à la diversité des problématiques qui concernent ce public ainsi qu'à leurs enjeux, que ce soient dans les domaines de l'éducation, de la formation, de l'emploi, de l'orientation, de la santé, du logement ou, dans un autre registre, dans ceux des discriminations et des disqualifications (Redjimi, 2004 ; Bordes et al., 2010 ; Dubet et al., 2013).Le Fonds d'expérimentation pour la jeunesse (FEJ) veut s'inscrire dans cette logique en articulant la diversité",internacional,2,0,0,0,0,0,contexto,
OpenAlex,https://openalex.org/W2257602185,La transformación de los servicios hacia la calidad de vida. Una iniciativa de innovación social de FEAPS,2015,es,Javier Tamarit Cuadrado,Siglo Cero: Revista Española sobre Discapacidad Intelectual,geral,"This paper presents the conceptual and strategic basis of the project that is being developed by FEAPS, the social movement of Spanish associations for people with intellectual and developmental disabilities and their families, to advance on the transformation of their centres and services towards person-centred services, oriented to the quality of life and full citizenship in more inclusive communities. Transformation is a process of international scope in the field of intellectual and developmental disabilities and has a strong knowledge base, but it is also a process derived from the Convention on the Rights of Persons with Disabilities and therefore it impacts in public policy. Currently, FEAPS is developing transformative experiences in the field of early intervention (38 centres in 10 different regions), education (38 schools in 10 different regions), work-sheltered centres (an initial experience in Madrid with nine work-sheltered centres), and services of support for older people with intellectual or developmental disabilities (with 19 entities in 4 regions). After describing these experiences the overall process that is being followed and some key learning derived from this project are shown",internacional,2,0,0,0,0,0,contexto,
OpenAlex,https://openalex.org/W2339995418,Co-creando valor público,2015,es,"Cristina Zurbriggen, Mariana González Lago",Revista iberoamericana de ciencia tecnología y sociedad,inovacao_politicas_publicas,"La creciente complejidad, diversidad y dinamismo que adquiere la solución de problemas públicos en las sociedades contemporáneas ha conducido a encontrar en los conceptos de innovación social, innovación pública, innovación abierta y co-creación, muchas de las categorías descriptivas y explicativas de un nuevo paradigma emergente de una gobernanza colaborativa y experimental. En este escenario aumentan sistemáticamente los procesos que exploran y repiensan las formas de involucrar a ciudadanos y comunidades para que desempeñen un papel activo en la co-creación de servicios y políticas públicas. Surge, de esta manera, una multiplicidad de iniciativas innovadoras a nivel global para solucionar problemas públicos, al tiempo que los gobiernos, en diferentes grados y en diferentes formas, innovan en el diseño de servicios y políticas al incorporar formas colaborativas y creativas e integrar enfoques de diseño (design thinking, diseño participativo) como herramienta para impulsar el cambio. Concomitantemente, la web 2.0, las redes sociales y las distintas formas de gobierno abierto contribuyen a estos procesos colaborativos. Este artículo explora los elementos distintivos de estas nuevas formas de co-creación, ejemplificadas con diversas iniciativas a nivel global y regional, y plantea una serie de interrogantes sobre los retos y dilemas abiertos para América Latina.",internacional,3,0,0,0,0,0,nucleo,
OpenAlex,https://openalex.org/W1149633979,"Design, When Everybody Designs: An Introduction to Design for Social Innovation",2015,en,Ezio Manzini,,geral,"In a changing world everyone designs: each individual person and each collective subject, from enterprises to institutions, from communities to cities and regions, must define and enhance a life project. Sometimes these projects generate unprecedented solutions; sometimes they converge on common goals and realize larger transformations. As Ezio Manzini describes in this book, we are witnessing a wave of social innovations as these changes unfold -- an expansive open co-design process in which new solutions are suggested and new meanings are created. Manzini distinguishes between diffuse design (performed by everybody) and expert design (performed by those who have been trained as designers) and describes how they interact. He maps what design experts can do to trigger and support meaningful social changes, focusing on emerging forms of collaboration. These range from community-supported agriculture in China to digital platforms for medical care in Canada; from interactive storytelling in India to collaborative housing in Milan. These cases illustrate how expert designers can support these collaborations -- making their existence more probable, their practice easier, their diffusion and their convergence in larger projects more effective. Manzini draws the first comprehensive picture of design for social innovation: the most dynamic field of action for both expert and nonexpert designers in the coming decades.",internacional,2,0,0,0,0,0,contexto,
OpenAlex,https://openalex.org/W2398952295,Innovación social y políticas urbanas en España: experiencias significativas en las grandes ciudades,2015,es,"Joan Subirats, Ángela García Bernardos",Dialnet (Universidad de la Rioja),inovacao_politicas_publicas,"Este es un libro sobre como las grandes ciudades espanolas afrontan la crisis y el cambio de epoca. Las agendas urbanas se han hecho mas plurales y complejas, y las politicas urbanas tienen hoy mucha mayor extension y urdimbre. Ya no basta el urbanismo para abordar los problemas urbanos. Sin una estrategia propia, sin procesos de implicacion social, los gobiernos locales pueden verse sometidos a agentes externos que acaban dictando proyectos y estableciendo sus propios ritmos. 
?Como seran las ciudades en este siglo XXI? ?Como estan enfrentandose a los cambios de la globalizacion y la revolucion tecnologica? ?Sirven las politicas publicas locales hoy existentes para afrontar los nuevos retos? ?Que ejemplos de innovacion social urbana conviene tener en cuenta? ?Podemos hablar de un nuevo municipalismo? Exploramos aqui respuestas a estas preguntas. Con especial atencion a los espacios hibridos entre institucionalidad e iniciativas sociales autonomas. Nos adentramos asi en el debate sobre innovacion social potenciado desde el ambito institucional, pero que tambien ha sido asumido desde esferas mas claramente sociales como oportunidades de cambio y de exploracion de alternativas transformadoras.",internacional,3,0,0,0,0,0,nucleo,
OpenAlex,https://openalex.org/W2110849810,Social Innovation and Social Entrepreneurship,2014,en,"Wendy Phillips, Hazel Lee, Abby Ghobadian, Nicholas O’Regan, Peter James",Group & Organization Management,geral,"Corporate social responsibility (CSR) literature suggests CSR initiatives extend beyond meeting the immediate interests of stakeholders of for-profit enterprises, offering the potential to also enhance performance. Growing disillusionment of for-profit business models has drawn attention to social entrepreneurship and social innovation to ease social issues. Adopting a systematic review of relevant research, the article provides collective insights into research linking social innovation with social entrepreneurship, demonstrating growing interest in the area over the last decade. The past 5 years have seen a surge in attention with particular focus on the role of the entrepreneur, networks, systems, institutions, and cross-sectoral partnerships. Based on the findings of the review, the authors synthesize formerly dispersed fields of research into an analytical framework, signposting a “systems of innovation” approach for future studies of social innovation and social entrepreneurship.",internacional,2,0,0,0,0,0,contexto,
OpenAlex,https://openalex.org/W2078895453,Capacidades Dinâmicas: O Que São e Como Identificá-las?,2014,pt,"Dimária Silva e Meirelles, Alvaro Antônio Bueno de Camargo",Revista de Administração Contemporânea,geral,"O fenômeno das capacidades dinâmicas nas organizações constitui um ramo de grande interesse para pesquisadores na área de administração, em campos diversos do conhecimento, desde gerenciamento estratégico, empreendedorismo, marketing, gestão de recursos humanos, gestão de operações, até sistema de informação. A partir da a proposta original de Teece, Pisano e Shuen (1997), vários têm sido os esforços teóricos no sentido de desenvolver o conceito de capacidades dinâmicas. Todavia, ao realizar um levantamento desses esforços, constata-se uma miríade de definições, algumas até bastante semelhantes, e, principalmente, notam-se fortes controvérsias sobre os condicionantes e os elementos componentes das capacidades dinâmicas. Verifica-se que a evolução do entendimento do que é capacidade dinâmica está associada a dois aspectos fundamentais: elementos componentes e mecanismos pelos quais a empresa desenvolve capacidades dinâmicas. O artigo propõe um modelo integrador das várias definições apresentadas pelos autores pesquisados em que os elementos determinantes da existência de capacidades dinâmicas incluem o conjunto de comportamentos, habilidades, rotinas, processos e mecanismos de aprendizagem e governança do conhecimento, voltados para a mudança e a inovação. Esses elementos são desenvolvidos ao longo da trajetória organizacional, num processo cumulativo de conhecimento e aprendizagem.",nacional,3,0,0,0,1,0,nucleo,
OpenAlex,https://openalex.org/W2015711276,Como a USP transfere tecnologia?,2014,pt,"Alexandre Aparecido Dias, Geciâne Silveira Porto",Organizações & Sociedade,geral,"O objetivo geral dessa pesquisa é verificar como a Universidade de São Paulo (USP) transfere suas tecnologias para a sociedade. Para tanto, foi realizado um estudo de caso com base na realização de entrevistas semiestuturadas junto aos diretores e agentes de inovação da Agência USP de Inovação, que se constitui no Núcleo de Inovação Tecnológica (NIT) da universidade. Constatou-se que os principais mecanismos de transferência de tecnologia utilizados pela USP são: licenciamento de patentes, projetos de pesquisa e desenvolvimento (P&D) em parceria e fomento e apoio à criação de empresas spin-off. Verificou-se que a Agência USP de Inovação tem forte restrição de pessoal e que a USP ainda carece de uma política institucional mais estruturada que de fato incorpore em sua agenda a necessidade de fortalecer o seu papel enquanto instituição promotora da inovação e do desenvolvimento tecnológico.",nacional,6,0,0,0,0,0,nucleo,
OpenAlex,https://openalex.org/W1766000276,Las NIIF y su impacto en las cooperativas en Colombia a diciembre 31 de 2011,2014,es,"Bibiana Rendón Álvarez, Edilberto Montaño Orozco, Gabriel Gaitán León",Cuadernos de Administración,economia_solidaria,"Este artículo presenta una investigación en la que se evaluó el efecto de aplicar la Norma Internacional de Contabilidad (NIC 32) sobre instrumentos financieros (IAS por su sigla en inglés), a los aportes sociales reconocidos y revelados por las entidades cooperativas en Colombia a diciembre 31 de 2011. Para ello, se identifican los siguientes elementos del estado financiero de balance general: pasivos, patrimonio, capital social y capital mínimo irreductible. Con el análisis de lo anterior se pretendió contestar los siguientes interrogantes: ¿Cuál es el efecto de la aplicación de las NIC 32 en la estructura financiera de las cooperativas, sobre los aportes sociales, conforme a los lineamientos del estándar internacional (IAS 32) de instrumentos financieros? ¿Qué acciones deben realizar para minimizar el efecto de aplicar la norma de instrumentos financieros a los aportes sociales? Para la investigación se tomó una muestra de 187 entidades cooperativas del sector financiero y 173 del sector real que reportaron información a la Confederación Colombiana de Cooperativas (Confecoop) que corresponde al reporte obligatorio que estas deben hacer a la Superintendencia de la Economía Solidaria (Supersolidaria). Se logró determinar el impacto que sufriría la estructura financiera de las entidades cooperativas, en su componente capital social y pasivos, al aplicar NIIF sobre instrumentos financieros.",internacional,3,0,1,1,0,2,nucleo,
OpenAlex,https://openalex.org/W2040523312,"Innovación social y acción colectiva, un estudio de caso: Ecoagricultores del Sur",2014,es,David Reynaldo Orantes Córdova,Estudios Políticos,geral,"This paper aims to address the issue and the debate on the notion of social innovation.Provides a review of recent literature, the most important elements of the debate andpresents what is regarded as the key to distinguish social innovation from other types ofsocial phenomena. For this it uses collective action as an analytical tool, and suggests acase study, in which these notions were applied.",internacional,3,0,0,0,0,0,nucleo,
OpenAlex,https://openalex.org/W643097872,LE « SMART-METERING » EN SUISSE ROMANDE : conditions sociales d’acceptation et d’appropriation,2014,fr,Amanda Rego Teixeira,,geral,"La nouvelle strategie energetique de la Confederation Suisse pose la question de l’efficacite energetique comme un defi majeur pour les annees a venir. L’installation de « compteurs communicants » (CC) permettant de mesurer la consommation en temps reel et a distance est regulierement presentee comme une solution pour reduire la consommation energetique. Cependant, cette nouvelle technologie pose egalement des questions quant a la liberalisation du marche de l’energie, a la repartition des couts de mise en œuvre et la protection des donnees individuelles. L’objectif de cette recherche est d’accompagner les etapes de developpement de ces nouvelles technologies dites « intelligentes » en insistant sur les conditions sociales de l’implantation des premiers compteurs numeriques en Suisse Romande. L’approche sociologique nous invite a considerer cette innovation comme un reseau sociotechnique en formation, impliquant des producteurs, des institutions, des usagers et des objets techniques (Latour, 1992 ; Gaglio, 2010). Dans cette etude, on s’interesse en particulier a la reception des CC par les consommateurs. Quels sont les facteurs sociaux qui conditionnent le succes d’une innovation technologique ? Quels sont les moteurs de l’innovation pour les compteurs communicants en Suisse? Quelles sont les motivations pour leur deploiement ? Comment les premiers compteurs communicants ont-ils ete recus par les premiers usagers ? Dans la premiere partie de ce travail, on montrera que le processus de « traduction » entre les differents acteurs aux interets et aux modes de communication heterogenes est emaille de nombreuses controverses. Dans la deuxieme partie, on passera a l’etude des aspects sociaux et comportementaux de la consommation energetique. La troisieme partie, dediee a l’etude de cas « Green E-Value » a Gland (Vaud), invitera le lecteur a decouvrir les profils des usagers et a saisir leurs perceptions et reactions face a l’installation des CC dans leurs immeubles. Les principales conclusions de ce travail sont que, si effectivement les CC sont une innovation technique, ils ne sont pas encore une innovation sociale a proprement parler. La « clef du succes » des CC n’est pas contenue dans la technologie elle-meme mais dans l’environnement d’implantation. Ce sont finalement les conditions d’appropriation par les usagers qui determineront leur utilite sociale. Aussi reste-t-il a creer des conditions cadres au deploiement des CC et mettre en place des mesures accompagnatrices – tant de la part des pouvoirs publics que des fournisseurs – pour que les CC puissent reellement tenir leurs promesses d’efficacite energetique. En guise de conclusion on proposera des pistes d’action aux fournisseurs ainsi qu’a l’attention de l’administration publique.",internacional,2,0,0,0,1,0,contexto,
OpenAlex,https://openalex.org/W2128321732,La agricultura social en Catalunya: innovación social y dinamización agroecológica para la ocupación de personas en riesgo de exclusión,2014,es,"Carles Guirado González, A. Badía, Antoni F. Tulla i Pujol",Ager: Revista de estudios sobre despoblación y desarrollo rural = Journal of depopulation and rural development studies,geral,"Social Farming (SF) is an emerging phenomenon in rural and peri-urban areas in European countries. SF outfits agriculture of new functions and meanings, beyond food production. In the current socioeconomic context, SF is a social innovation practice arising from civil society to create a new field for occupation of social exclusion. The creation of SF initiatives points out recent shortcomings in the welfare system. This paper presents an approach to the SF concept, analyzing the phenomenon in Catalonia through case studies. Our study provides evidences that SF also contributes to health care services provi - sion in rural and peri-urban areas and local development through new economic and organizational prac - tices strengthening the agroecological paradigm.",internacional,4,0,0,0,0,0,nucleo,
OpenAlex,https://openalex.org/W2167824218,Social innovation: Moving the field forward. A conceptual framework,2013,en,Giovany Cajaiba-Santana,Technological Forecasting and Social Change,geral,,internacional,2,0,0,0,0,0,contexto,
OpenAlex,https://openalex.org/W2047016160,The choice of innovation policy instruments,2013,en,"Susana Borrás, Charles Edquist",Technological Forecasting and Social Change,inovacao_politicas_publicas,,internacional,3,0,0,0,0,0,nucleo,
OpenAlex,https://openalex.org/W2043999386,Triple Helix Systems: An Analytical Framework for Innovation Policy and Practice in the Knowledge Society,2013,en,"Marina Ranga, Henry Etzkowitz",Industry and Higher Education,inovacao_politicas_publicas,"This paper introduces the concept of Triple Helix systems as an analytical construct that synthesizes the key features of university–industry–government (Triple Helix) interactions into an ‘innovation system’ format, defined according to systems theory as a set of components, relationships and functions. Among the components of Triple Helix systems, a distinction is made between (a) R&D and non-R&D innovators; (b) ‘single-sphere’ and ‘multi-sphere’ (hybrid) institutions; and (c) individual and institutional innovators. The relationships between components are synthesized into five main types: technology transfer; collaboration and conflict moderation; collaborative leadership; substitution; and networking. The overall function of Triple Helix systems – knowledge and innovation generation, diffusion and use – is realized through a set of activities in the knowledge, innovation and consensus spaces. This perspective provides an explicit framework for the systemic interaction between Triple Helix actors that was previously lacking, and a more fine-grained view of the circulation of knowledge flows and resources within and among the spaces, helping to identify existing blockages or gaps. From a Triple Helix systems perspective, the articulation and the non-linear interactions between the spaces can generate new combinations of knowledge and resources that can advance innovation theory and practice, especially at the regional level.",internacional,3,0,0,0,0,0,nucleo,
OpenAlex,https://openalex.org/W2120124394,Collaborative Innovation: A Viable Alternative to Market Competition and Organizational Entrepreneurship,2013,en,"Jean Hartley, Eva Sørensen, Jacob Torfing",Public Administration Review,geral,"There are growing pressures for the public sector to be more innovative but considerable disagreement about how to achieve it. This article uses institutional and organizational analysis to compare three major public innovation strategies. The article confronts the myth that the market‐driven private sector is more innovative than the public sector by showing that both sectors have a number of drivers of as well as barriers to innovation, some of which are similar, while others are sector specific. The article then systematically analyzes three strategies for innovation: New Public Management, which emphasizes market competition; the neo‐Weberian state, which emphasizes organizational entrepreneurship; and collaborative governance, which emphasizes multiactor engagement across organizations in the private, public, and nonprofit sectors. The authors conclude that the choice of strategies for enhancing public innovation is contingent rather than absolute. Some contingencies for each strategy are outlined .",internacional,3,0,0,0,1,0,nucleo,
OpenAlex,https://openalex.org/W2037505222,Closed or open innovation? Problem solving and the governance choice,2013,en,"Teppo Felin, Todd Zenger",Research Policy,governanca_inovacao,"Scholars have recently highlighted the promise of open innovation. In this paper, we treat open innovation—in it's different forms and manifestations—as well as internal or closed innovation, as unique governance forms with different benefits and costs. We discuss how each governance form, whether open or closed, is composed of a set of instruments that access (a) different types of communication channels for knowledge sharing, (b) different types of incentives, and (c) different types of property rights for appropriating value from innovation. We focus on the innovation “problem” as the central unit of analysis, arguing for a match between problem types and governance forms, which vary from open to closed and which support alternative forms of solution search. In all, the goal of this paper is to provide a comparative framework for managing innovation, where we delineate and discuss four categories of open innovation governance forms (markets, partnerships, contests and tournaments and user or community innovation) and compare them with each other and with two internal or closed forms of innovation governance (authority and consensus-based hierarchy).",internacional,3,1,0,0,1,0,nucleo,
OpenAlex,https://openalex.org/W2137767773,Making Things Happen: Social Innovation and Design,2013,en,Ezio Manzini,Design Issues,geral,"January 01 2014 Making Things Happen: Social Innovation and Design Ezio Manzini Ezio Manzini Ezio Manzini had been full professor of Design at Politecnico di Milano until his retirement in 2010. He is Honorary Doctor at The New School of New York (2006) and at the Goldsmiths College of London (2008), and Honorary Professor at the Glasgow School of Art (2009). He led the Doctoral Design Program of Politecnico di Milano from 2000 to 2010. Presently, his main interests are focused on design for social innovation. He founded and is now promoting the growth of DESIS, an international network on Design for Social Innovation and Sustainability (http://www.desis-network.org). He has been giving many keynote addresses in different international conferences, and he is author of many articles in international journals and proceedings. Search for other works by this author on: This Site Google Scholar Author and Article Information Ezio Manzini Ezio Manzini had been full professor of Design at Politecnico di Milano until his retirement in 2010. He is Honorary Doctor at The New School of New York (2006) and at the Goldsmiths College of London (2008), and Honorary Professor at the Glasgow School of Art (2009). He led the Doctoral Design Program of Politecnico di Milano from 2000 to 2010. Presently, his main interests are focused on design for social innovation. He founded and is now promoting the growth of DESIS, an international network on Design for Social Innovation and Sustainability (http://www.desis-network.org). He has been giving many keynote addresses in different international conferences, and he is author of many articles in international journals and proceedings. Online ISSN: 1531-4790 Print ISSN: 0747-9360 © 2013 Massachusetts Institute of Technology2013 Design Issues (2014) 30 (1): 57–66. https://doi.org/10.1162/DESI_a_00248 Cite Icon Cite Permissions Share Icon Share Facebook Twitter LinkedIn Email Views Icon Views Article contents Figures & tables Video Audio Supplementary Data Peer Review Search Site Citation Ezio Manzini; Making Things Happen: Social Innovation and Design. Design Issues 2014; 30 (1): 57–66. doi: https://doi.org/10.1162/DESI_a_00248 Download citation file: Ris (Zotero) Reference Manager EasyBib Bookends Mendeley Papers EndNote RefWorks BibTex toolbar search Search Dropdown Menu toolbar search search input Search input auto suggest filter your search All ContentAll JournalsDesign Issues Search Advanced Search This content is only available as a PDF. © 2013 Massachusetts Institute of Technology2013 Article PDF first page preview Close Modal You do not currently have access to this content.",internacional,2,0,0,0,0,0,contexto,
